acc,uacc,time
0.6425324618816376,0.08912337720394126,104.772455
0.6522727221250534,0.0590909302234649,113.831932
0.6545454502105713,0.04886365383863456,82.62779
0.6503246694803237,0.06590911448001857,90.386237
0.6522727221250534,0.05568183809518812,114.010299
0.6490259677171707,0.05568183809518823,97.192551
0.6431818097829819,0.07516236454248437,108.78792
0.6512986958026886,0.032792219519615085,108.161153
0.6555194765329361,0.0652597635984421,101.958467
0.6558441519737244,0.06590911448001857,107.925757
0.654220774769783,0.07483768910169597,103.98283
0.6503246694803237,0.0590909302234649,101.895114
0.6402597308158875,0.04951300472021103,95.21684
0.6483766168355942,0.032792219519615196,98.737847
0.6538960993289947,0.06899353116750728,106.941558
0.6454545378684997,0.05876625478267661,99.326467
0.6415584325790405,0.05227274596691134,127.741341
0.6503246694803237,0.08133119791746135,148.197491
0.6474025905132293,0.06866885572671888,119.625808
0.6467532396316529,0.042370145022869066,92.915065
0.6474025905132293,0.04269482046365736,106.217809
0.6448051869869232,0.05600651353597641,97.316385
0.6532467484474183,0.04237014502286918,126.70004
0.6555194765329361,0.0594156056642533,106.907255
0.6535714238882064,0.08198054879903793,127.710597
0.6428571343421936,0.05259742140769963,102.785221
0.6587662309408188,0.05633118897676481,113.766162
0.6525973975658417,0.08474029004573824,145.331087
0.6525973975658417,0.05568183809518812,104.571912
0.654220774769783,0.06558443903923028,103.114753
