acc,uacc,time
0.5756786108016968,0.09432683140039444,330.942731
0.5622692719101906,0.11482083722949021,327.159753
0.559174807369709,0.10469599440693855,326.811581
0.5644408300518989,0.12193269506096849,328.492726
0.5755157440900802,0.11164497286081321,328.705797
0.5639522254467011,0.07489143311977386,316.778393
0.571986973285675,0.09937566071748738,333.286969
0.5618892535567284,0.10336591824889185,325.131246
0.5740499556064605,0.10209012478590018,311.699725
0.5767100974917412,0.1154451794922352,320.496366
0.5608034729957581,0.06674810498952854,329.132315
0.566775244474411,0.08927797079086297,342.278895
0.5761129230260849,0.12296417802572246,346.445522
0.5667209565639496,0.09286103844642646,329.424394
0.5765472322702407,0.12320845723152152,319.28984
0.5691639482975006,0.09326816648244862,327.614703
0.5726927220821381,0.09929426610469827,314.594185
0.5699782848358155,0.19671553373336803,330.059699
0.5498914182186126,0.10323017090559006,322.365617
0.5758957713842392,0.08045602589845657,322.928454
