acc,uacc,time
0.9435396308360477,0.15157089273199587,27.969358000000003
0.9446254071661238,0.1754269621028574,16.625478
0.9500542888165038,0.1506405485860688,15.732263
0.9381107491856677,0.11935579291384071,18.205922
0.9402823018458197,0.12410138416367944,21.321901999999998
0.9391965255157437,0.09833494443992451,19.940604999999998
0.9533116178067318,0.11523905779911563,23.915255
0.9457111834961998,0.1536319948465894,21.440368
0.9478827361563518,0.13088595401192332,18.069558999999998
0.9489685124864278,0.09644909146020389,21.512931
0.9348534201954397,0.15102590139991684,16.674473000000003
0.9402823018458197,0.1698755966529784,18.691836
0.9294245385450597,0.13770032603694096,17.501017
0.9381107491856677,0.12381414889512699,20.783078
0.9315960912052117,0.13904842326617783,22.505932
0.9413680781758957,0.12749860564349916,20.875513
0.9565689467969598,0.15424514743908996,18.775648
0.9511400651465798,0.16570594654409426,18.189395
0.9467969598262758,0.13015210516872155,17.715395
0.9511400651465798,0.15328630164314172,19.833195
