acc,uacc,time
0.95,,7.787556
0.9642857142857143,,8.419765
0.95,,14.19542
0.9642857142857142,,9.495476
0.9785714285714284,,13.729674
0.9928571428571429,,36.691985
0.9785714285714286,,6.696556
0.9785714285714284,,9.841925
0.9857142857142855,,18.389761
0.9785714285714284,0.04546113852411508,20.883816
0.9714285714285715,0.15871924715382713,17.785797
0.9857142857142855,,16.747819
0.9642857142857142,,12.111355
0.9714285714285714,,6.188566
0.9571428571428571,,8.480685
0.9857142857142858,0.05739808742489133,10.13341
0.9714285714285713,,8.481003
0.9642857142857142,0.03945497450019632,5.982509
0.9571428571428571,,5.285986
0.95,,6.671442
0.9642857142857142,,4.62823
0.9857142857142855,0.06661589560764176,9.179223
0.9714285714285715,,10.939987
0.9785714285714284,,18.661977
0.9428571428571428,,16.782539
0.9785714285714286,,25.573745
0.9714285714285715,,7.190842
0.9714285714285715,,10.329851
0.9571428571428571,,10.577141
0.9857142857142855,,20.48623
