acc,uacc,time
0.8688524590163935,,4.832985
0.8032786885245902,0.05368168939088212,3.9463190000000004
0.9344262295081969,,3.8900669999999997
0.8360655737704918,,4.4033370000000005
0.819672131147541,,3.9959629999999997
0.8688524590163935,,3.530222
0.8688524590163935,,4.310767
0.7868852459016393,,3.0713619999999997
0.7377049180327868,0.1944924373118604,3.3443059999999996
0.8032786885245902,,8.346084
0.8688524590163935,,11.882423
0.8032786885245902,,4.264291
0.8360655737704918,,5.740704
0.9016393442622951,,4.572954
0.8688524590163935,,7.940536
0.8360655737704918,,4.91711
0.9016393442622951,,4.849703
0.8360655737704918,,3.8077339999999995
0.8688524590163935,,4.269667
0.8360655737704918,,8.401795
0.9016393442622951,,3.560194
0.8360655737704918,,10.856353
0.9016393442622951,,5.224501
0.8360655737704918,,6.297984
0.9016393442622951,,10.505125
0.8688524590163935,,4.318385
0.8032786885245902,,2.980578
0.8688524590163935,,4.917801
0.9016393442622951,0.04096257344621127,9.052236
0.8032786885245902,,3.4296589999999996
