acc,uacc,time
0.7597402597402598,0.17446082259540432,9.236593
0.7337662337662338,0.21646900475025177,12.568268
0.7012987012987013,,7.490386
0.7402597402597403,,10.948065
0.7727272727272727,0.2138780258692704,8.11391
0.7532467532467532,0.17705257043435976,12.788333999999999
0.7727272727272727,0.11574724606879347,37.489419
0.7792207792207793,0.17610141015672065,11.180888000000001
0.7337662337662337,0.22130309954866184,6.523027
0.7532467532467533,0.20023129222454963,12.939223
0.7532467532467533,0.19681433036729887,6.208819999999999
0.7402597402597403,0.1874679532143977,8.773757000000002
0.7467532467532467,0.1376328290282906,9.042996
0.7792207792207793,0.20610792780077303,10.534241
0.7532467532467533,0.1685760822389033,19.414853
0.7467532467532467,0.10349230545681792,7.20233
0.7532467532467533,0.1600144577103776,7.416752000000001
0.7467532467532467,0.20180827746917673,9.841008
0.7922077922077922,0.1381970402095225,11.035898
0.7272727272727273,0.23280903542196596,8.798239
