acc,uacc,time
0.9424538545059717,,27.969358000000003
0.9381107491856677,,16.625478
0.9467969598262758,,15.732263
0.9381107491856677,,18.205922
0.9424538545059717,,21.321901999999998
0.9424538545059717,,19.940604999999998
0.9467969598262758,,23.915255
0.9489685124864278,,21.440368
0.9424538545059717,,18.069558999999998
0.9467969598262758,0.031223026665491857,21.512931
0.9315960912052117,,16.674473000000003
0.9424538545059717,,18.691836
0.9337676438653637,,17.501017
0.9294245385450597,,20.783078
0.9294245385450597,,22.505932
0.9446254071661238,,20.875513
0.9489685124864278,,18.775648
0.9446254071661238,,18.189395
0.9424538545059717,,17.715395
0.9467969598262758,,19.833195
