acc,uacc,time
0.986142154671435,,103.148256
0.9848010728654448,,162.830194
0.9843540455967814,0.10850384284541922,205.66284
0.986142154671435,0.02289317933377086,155.920478
0.9848010728654447,,85.048097
0.9883772910147518,0.023595037768941715,131.15065900000002
0.9874832364774251,,137.091715
0.9874832364774251,,210.66605499999997
0.9865891819400983,0.13417097493160182,533.561741
0.9879302637460885,0.025067612591249948,136.587821
0.9870362092087618,,134.340394
0.9821189092534645,0.11466649580691934,89.976411
0.9843540455967814,0.015019824453594165,422.38819400000006
0.9856951274027715,,141.387721
0.9865891819400983,,233.88914599999998
0.9830129637907913,0.09585054579141367,101.974925
0.9852481001341081,0.019297060731983257,102.82431
0.9834599910594546,0.18505384648118,107.61028400000001
0.9848010728654447,,223.488117
0.9906124273580688,0.01613248980516267,342.004952
