acc,uacc,time
0.8333333333333333,0.09089593873137519,5.2019779999999995
0.8095238095238095,,3.563604
0.8809523809523809,,3.577279
0.9047619047619048,,3.6124620000000003
0.9047619047619047,,5.551635
0.8809523809523809,,5.588088
0.8333333333333333,0.12084625377541497,3.825108
0.9523809523809523,,6.652966999999999
0.7857142857142857,0.17895924548308054,3.3378089999999996
0.8333333333333333,,3.371977
0.9285714285714286,,6.697196000000001
0.8333333333333333,,3.265225
0.8809523809523809,0.14395297850881306,4.661669
0.9047619047619048,0.16951151121230354,4.472437
0.8809523809523809,,3.9641610000000003
0.8095238095238095,0.1335259974002838,2.656228
0.8809523809523809,,3.502594
0.8333333333333333,0.04312144805278097,3.179536
0.8809523809523809,0.09158100400652205,3.6429169999999997
0.9047619047619047,0.1311816644100916,4.720065
