acc,uacc,time
0.9577464788732395,,8.438996000000001
0.887323943661972,,5.90763
0.915492957746479,,5.987759
0.8591549295774649,,4.921857
0.915492957746479,,6.318834
0.9014084507042255,0.1304590857364762,4.659384999999999
0.9577464788732395,0.09484914322973977,6.294473
0.943661971830986,0.14093540949930608,8.070817
0.8732394366197184,,5.054345
0.943661971830986,,4.731148999999999
0.915492957746479,0.07330305879594574,6.349283
0.9859154929577465,,12.825324
0.8873239436619719,,9.080405
0.943661971830986,,6.1101980000000005
0.8732394366197185,0.14350111383787342,4.442686
0.9014084507042255,,3.9728839999999996
0.8450704225352114,0.1210072743640819,5.04645
0.8732394366197183,0.10940958879573245,4.387701
0.9014084507042255,,6.299905
0.9859154929577465,,12.301609
